density,total_population,cancer,binge,csmoking,lpa,sleep,cancer_risk
2.7,2627,6.7,21.8,16.5,26.7,32.2,6.5-7
6.5,4667,6.6,21.2,19.0,31.2,32.4,6.5-7
25.3,21546,6.7,21.8,18.6,31.3,31.5,6.5-7
1.1,1835,6.6,22.1,16.7,28.2,31.1,6.5-7
3.5,1979,6.6,23.2,16.2,26.1,30.5,6.5-7
4.3,1985,6.5,22.0,14.6,27.1,29.9,6.5-7
0.8,619,6.6,21.8,17.5,28.6,31.1,6.5-7
4.1,2356,6.7,22.7,17.2,27.0,32.3,6.5-7
112.3,61373,6.2,18.4,14.9,33.8,30.6,6-6.5
17.2,9364,6.7,21.9,15.4,26.5,32.4,6.5-7
6.1,3390,6.6,22.5,16.8,28.3,31.1,6.5-7
1.3,922,6.5,21.3,17.7,31.4,31.6,6.5-7
3.9,2767,6.7,22.2,17.9,30.5,32.5,6.5-7
4.2,10063,6.5,20.2,15.7,28.7,31.2,6.5-7
1.0,689,6.6,21.9,16.4,26.4,31.0,6.5-7
11.4,6467,6.6,23.3,16.4,28.8,31.4,6.5-7
12.4,7042,6.6,21.5,18.9,32.3,32.9,6.5-7
13.5,5083,6.2,23.2,18.7,30.6,33.4,6-6.5
12.6,6503,6.6,23.3,16.4,28.5,30.9,6.5-7
7.6,8031,6.4,21.6,17.7,28.6,31.2,6-6.5
1.0,811,6.7,22.1,17.9,30.4,30.7,6.5-7
3.8,3656,6.4,20.3,18.4,33.4,31.6,6-6.5
7.5,8339,6.6,23.8,17.6,28.9,31.5,6.5-7
382.4,320285,6.3,22.8,14.4,21.8,32.6,6-6.5
13.6,34915,6.5,21.1,18.5,28.8,31.6,6.5-7
1.3,743,6.6,21.4,17.7,29.0,31.1,6.5-7
1.2,671,6.7,22.2,16.3,27.6,30.6,6.5-7
0.6,493,6.7,20.8,18.2,28.9,31.5,6.5-7
61.4,35160,6.3,19.5,15.5,29.8,31.9,6-6.5
16.0,7753,6.7,22.2,17.0,28.8,32.4,6.5-7
3.2,4623,6.3,21.5,16.7,32.1,31.7,6-6.5
8.0,3527,6.5,23.0,18.1,31.2,31.4,6.5-7
17.1,6968,6.7,22.0,16.9,27.5,31.8,6.5-7
7.2,4138,6.6,21.4,18.3,30.8,31.3,6.5-7
26.0,16034,6.7,22.1,17.7,28.4,31.4,6.5-7
6.1,2618,6.6,20.8,20.3,33.1,32.6,6.5-7
3.3,2897,6.7,21.5,16.2,26.9,29.1,6.5-7
16.7,9034,6.7,21.4,15.8,27.7,29.6,6.5-7
12.5,7166,6.6,23.5,16.2,24.8,32.0,6.5-7
49.7,33479,6.3,21.2,14.9,28.5,31.6,6-6.5
11.9,5220,6.5,22.2,16.5,27.8,29.4,6.5-7
15.0,10725,6.6,20.6,18.4,31.1,32.4,6.5-7
14.3,7870,6.6,22.3,20.0,32.8,30.7,6.5-7
1.3,1354,6.7,22.1,15.9,27.4,31.6,6.5-7
24.7,14188,6.1,20.8,17.1,33.2,31.0,6-6.5
787.2,188134,6.6,19.8,13.2,24.9,31.2,6.5-7
28.9,21699,6.6,25.5,16.9,28.1,31.7,6.5-7
48.1,35583,6.3,18.2,16.5,32.3,35.1,6-6.5
30.3,17336,6.7,23.3,16.3,23.8,29.8,6.5-7
2.2,5256,6.6,20.1,18.5,33.0,32.6,6.5-7
5.3,2999,6.6,21.8,17.7,29.4,31.4,6.5-7
0.6,1160,6.6,21.4,16.3,29.3,30.2,6.5-7
13.8,5901,6.6,23.9,16.3,27.0,29.2,6.5-7
8.7,5000,6.6,24.4,17.2,29.1,31.1,6.5-7
1.0,724,6.6,23.4,15.6,26.8,30.6,6.5-7
18.4,7231,6.6,20.0,28.3,35.4,33.6,6.5-7
7.3,4149,6.5,23.3,16.6,28.0,32.3,6.5-7
53.5,20880,6.6,22.5,15.3,27.1,30.1,6.5-7
21.4,9468,6.5,23.6,15.8,28.3,30.4,6.5-7
6.1,3494,6.6,21.1,16.6,28.9,30.8,6.5-7
1.4,781,6.6,21.8,18.7,31.4,32.9,6.5-7
23.9,13694,6.6,21.0,15.8,27.3,28.2,6.5-7
5.1,25044,6.4,17.8,18.9,25.7,37.5,6-6.5
289.6,2285328,5.5,16.6,16.5,27.2,38.7,5.5-6
69.4,49225,6.4,20.8,16.2,22.5,34.7,6-6.5
3.1,52804,6.0,19.7,18.5,27.0,37.7,6-6.5
0.2,875,6.1,17.7,20.9,29.9,39.9,6-6.5
0.5,2043,6.3,19.9,19.6,26.4,36.6,6-6.5
1.7,16841,6.1,19.1,18.7,27.6,38.1,6-6.5
1.0,5520,6.1,18.0,19.6,28.2,39.1,6-6.5
0.5,5183,6.5,19.9,18.5,23.9,36.8,6.5-7
29.1,58186,6.2,18.2,20.6,26.7,37.7,6-6.5
1.2,4531,6.4,17.6,22.8,28.7,40.1,6-6.5
2.6,47174,6.3,17.9,22.5,28.7,38.8,6-6.5
1.1,6770,6.0,19.8,20.3,27.4,38.0,6-6.5
15.9,4173,6.4,20.2,16.3,21.6,35.5,6-6.5
75.4,475286,6.0,18.6,15.6,21.2,35.2,6-6.5
1.1,9543,6.2,19.7,20.4,27.3,38.3,6-6.5
389.5,56347,6.2,19.3,17.4,26.1,38.5,6-6.5
153.7,61528,6.8,18.9,16.8,21.1,35.0,6.5-7
52.9,49228,6.7,19.9,17.4,22.1,34.3,6.5-7
108.1,76422,6.5,17.6,17.6,21.9,33.2,6.5-7
17.7,31691,6.5,17.7,21.4,27.0,39.0,6.5-7
52.7,90008,6.9,17.8,16.3,23.2,32.2,6.5-7
476.6,417553,6.6,19.3,15.4,22.0,36.3,6.5-7
162.6,151915,6.8,18.2,15.9,21.1,33.1,6.5-7
447.6,310982,6.6,18.8,14.3,20.2,32.6,6.5-7
354.7,130860,6.6,18.1,16.5,23.3,35.1,6.5-7
80.5,43259,6.8,17.1,19.4,23.9,32.0,6.5-7
585.9,680099,5.6,14.5,14.8,23.4,33.3,5.5-6
0.5,3547,6.0,17.4,19.6,26.9,31.7,6-6.5
10.6,64554,5.4,15.5,16.8,34.1,32.8,5-5.5
5.9,26641,5.7,15.0,21.3,33.1,38.0,5.5-6
3.2,11933,5.5,15.7,16.0,29.8,33.7,5.5-6
34.7,48765,5.8,15.6,17.4,29.9,31.9,5.5-6
0.8,1745,5.6,15.7,17.9,30.3,34.4,5.5-6
57.4,218700,5.3,15.5,15.4,28.3,33.4,5-5.5
14.0,58630,5.5,16.0,16.1,28.1,34.0,5.5-6
6.8,26971,5.6,15.2,14.6,27.2,33.5,5.5-6
1.4,4298,4.9,16.4,15.7,32.5,33.0,7+
0.3,621,5.4,15.9,15.7,28.1,32.2,5-5.5
1.2,4193,5.3,15.2,16.8,30.7,34.9,5-5.5
16.2,71104,5.4,15.8,16.9,33.0,34.3,5-5.5
4.1,19639,5.9,17.3,14.9,24.9,30.5,5.5-6
178.8,19514,6.2,17.5,9.2,15.1,26.4,6-6.5
8.0,23697,5.2,13.6,19.3,34.6,33.9,5-5.5
13.1,71446,6.2,13.8,24.6,29.9,37.7,6-6.5
2.3,4530,4.9,15.2,14.2,31.4,33.2,7+
10.2,67603,5.7,16.4,18.1,30.4,34.7,5.5-6
2.9,8248,5.6,15.8,17.4,31.3,34.7,5.5-6
6.6,38954,5.1,15.5,16.6,29.4,34.6,5-5.5
7.5,18414,5.7,15.4,18.4,30.8,32.9,5.5-6
39.8,147724,5.7,16.2,13.9,21.8,33.2,5.5-6
22.3,122909,6.2,15.3,22.3,28.1,33.3,6-6.5
5.8,27258,5.0,15.2,15.9,31.7,35.3,5-5.5
79.0,150930,5.6,15.7,11.9,21.3,28.6,5.5-6
2.6,10835,5.9,15.2,18.7,28.6,34.9,5.5-6
2.5,16588,5.4,15.6,18.7,30.5,34.8,5-5.5
14.9,32827,5.3,14.5,13.9,25.7,32.1,5-5.5
4.6,15491,5.6,15.5,18.6,31.3,36.0,5.5-6
1.1,4056,5.5,16.9,18.7,30.0,32.7,5.5-6
72.2,76940,5.3,14.8,16.3,28.2,34.0,5-5.5
585.0,305817,6.6,19.9,15.2,24.2,38.6,6.5-7
44.8,46118,6.9,21.3,21.7,28.9,39.6,6.5-7
33597.3,1414324,5.2,16.9,16.5,39.1,42.4,5-5.5
269.6,190269,6.6,19.7,18.5,27.2,39.3,6.5-7
58.2,76112,6.7,20.1,22.0,30.8,37.3,6.5-7
110.7,76524,6.7,21.7,20.8,28.5,37.0,6.5-7
119.9,127072,6.7,20.7,21.5,28.9,38.1,6.5-7
204.9,83466,6.6,20.4,20.5,29.3,39.1,6.5-7
52.9,47229,6.7,21.7,21.2,29.1,40.8,6.5-7
77.6,80569,6.6,20.0,20.0,27.6,39.4,6.5-7
93.8,59510,6.5,19.7,17.6,26.2,33.8,6.5-7
95.5,47629,6.7,20.3,19.6,27.6,36.4,6.5-7
30.6,44120,6.7,20.7,20.5,30.3,39.5,6.5-7
370.5,294812,6.3,21.9,15.9,25.7,40.5,6-6.5
882.5,920134,6.6,20.2,17.7,24.5,38.5,6.5-7
20.6,36913,6.7,22.3,18.3,27.7,35.6,6.5-7
30.7,50088,6.6,21.3,22.0,30.8,41.3,6.5-7
107.8,53413,6.7,19.5,22.9,30.4,43.1,6.5-7
116.3,57343,6.7,20.6,19.1,27.9,38.0,6.5-7
73.0,47232,6.5,20.8,19.8,30.0,40.2,6.5-7
2.6,4418,6.7,20.4,21.9,29.7,35.3,6.5-7
43.5,61360,6.7,20.1,20.9,27.7,39.7,6.5-7
86.2,109309,6.8,19.1,20.4,29.9,38.4,6.5-7
36095.7,2556145,5.5,17.6,14.0,29.7,41.4,5.5-6
20.6,26255,6.7,20.5,20.4,29.2,37.0,6.5-7
99.7,62962,6.6,20.6,18.9,27.4,35.5,6.5-7
108.3,70899,6.9,21.0,19.2,26.3,36.8,6.5-7
1129.6,742374,6.2,17.8,17.6,28.2,38.4,6-6.5
122.3,49299,6.5,19.2,21.0,31.6,39.5,6.5-7
4771.8,1358613,6.2,20.5,12.1,23.7,39.2,6-6.5
71389.7,1629734,5.8,21.5,11.4,22.1,37.5,5.5-6
401.4,209653,6.6,19.8,20.9,26.7,39.8,6.5-7
188.7,228726,6.6,21.1,19.6,29.1,41.3,6.5-7
592.0,460793,6.4,21.6,17.3,27.7,37.5,6-6.5
171.0,110132,6.7,21.0,16.5,24.5,36.0,6.5-7
475.3,385834,6.1,17.9,15.4,30.2,39.6,6-6.5
103.0,40309,6.6,19.6,21.4,31.3,39.8,6.5-7
123.2,117203,6.8,20.9,21.4,28.5,40.3,6.5-7
59.4,59549,6.7,21.8,19.5,25.5,35.8,6.5-7
427.3,98405,6.3,21.6,13.5,22.8,36.5,6-6.5
20747.5,2251771,5.2,15.2,12.4,32.2,40.1,5-5.5
243.6,158904,6.7,20.6,17.5,26.0,37.9,6.5-7
8172.4,477025,6.1,16.7,15.5,30.4,43.6,6-6.5
1879.5,326189,6.0,16.6,13.4,26.0,39.3,6-6.5
40.2,107699,6.7,21.0,21.3,30.1,37.7,6.5-7
284.6,230555,6.6,22.6,15.0,22.5,35.2,6.5-7
760.7,155578,6.5,20.4,17.2,25.5,38.9,6.5-7
49.9,31021,6.7,20.9,19.3,28.3,35.4,6.5-7
54.4,17846,6.7,20.3,21.0,29.3,35.7,6.5-7
105.2,34064,6.6,20.2,20.8,28.9,39.8,6.5-7
68.5,95301,6.7,19.4,21.2,28.1,35.0,6.5-7
1620.0,1477528,6.3,19.7,13.7,26.6,38.2,6-6.5
78.1,75624,6.2,19.3,18.7,30.8,42.2,6-6.5
93.0,48245,6.8,21.7,19.7,26.7,39.9,6.5-7
215.7,102377,6.7,18.6,15.2,24.0,32.8,6.5-7
158.2,177798,6.5,19.7,16.8,27.1,37.2,6.5-7
73.9,64057,6.7,21.4,16.8,25.6,35.2,6.5-7
73.7,61254,6.6,20.8,19.9,27.8,37.9,6.5-7
148.9,89892,6.6,20.7,19.2,27.8,39.6,6.5-7
2249.1,968247,5.9,17.4,10.7,24.9,36.7,5.5-6
67.2,39858,6.6,21.2,19.9,27.7,38.4,6.5-7
73.5,24867,6.7,20.0,20.0,28.2,33.1,6.5-7
402.3,170548,6.3,15.5,19.4,30.0,38.2,6-6.5
144.8,37646,6.7,16.7,22.4,29.2,36.1,6.5-7
47.6,11194,6.7,15.9,23.7,32.2,36.4,6.5-7
46.3,24584,6.2,15.0,24.2,34.1,41.9,6-6.5
64.3,27384,6.7,17.3,21.7,27.3,35.2,6.5-7
71.3,17610,6.7,17.6,22.9,28.8,35.8,6.5-7
57.0,47128,6.4,15.2,21.3,29.3,39.1,6-6.5
27.0,18912,6.1,14.1,24.5,34.8,42.9,6-6.5
37.4,32704,6.3,14.2,24.2,33.3,38.8,6-6.5
171.3,145089,6.7,17.1,18.7,24.7,34.9,6.5-7
399.5,262365,6.8,17.4,17.1,22.9,31.0,6.5-7
178.8,90648,6.6,15.8,23.2,29.4,37.3,6.5-7
602.9,218090,6.4,16.3,17.0,25.3,34.9,6-6.5
174.7,82384,6.7,16.5,23.8,29.8,36.7,6.5-7
45.5,10941,6.6,17.7,20.7,25.9,36.2,6.5-7
137.9,69820,6.7,18.4,18.8,25.4,35.2,6.5-7
53.3,22666,6.4,16.0,22.7,30.9,37.7,6-6.5
401.3,160021,6.6,15.5,20.4,28.2,37.6,6.5-7
110.3,75255,6.5,16.3,15.9,22.9,33.8,6.5-7
63.3,28826,6.8,16.7,22.8,27.6,37.7,6.5-7
81.0,13965,6.4,15.6,21.4,30.0,37.7,6-6.5
52.8,11339,6.8,17.2,21.1,27.4,35.8,6.5-7
211.8,98313,6.6,15.7,23.4,30.2,38.5,6.5-7
59.2,55520,6.4,14.7,24.5,33.7,41.1,6-6.5
144.3,102334,6.5,16.8,19.2,27.5,39.0,6.5-7
513.8,335139,6.2,15.4,19.5,30.5,42.0,6-6.5
107.3,28090,6.7,17.8,19.0,24.4,34.8,6.5-7
97.0,37174,6.7,18.2,16.7,21.9,32.5,6.5-7
304.7,168374,6.5,16.7,22.3,29.2,36.5,6.5-7
163.1,43079,6.6,17.0,19.8,26.2,36.0,6.5-7
71.9,58698,6.2,14.2,22.8,35.3,38.9,6-6.5
1127.3,322388,6.1,14.6,15.2,26.7,36.7,6-6.5
101.6,51354,6.1,13.9,24.6,36.1,42.5,6-6.5
940.2,383727,6.3,15.2,17.9,26.7,37.6,6-6.5
143.0,70319,6.4,16.3,20.9,29.8,38.3,6-6.5
634.2,225802,6.6,15.2,21.1,29.6,37.6,6.5-7
34.1,11597,6.4,16.3,21.7,28.8,38.5,6-6.5
29.0,8459,6.8,16.6,24.7,30.4,36.6,6.5-7
114.4,60836,6.3,15.9,20.6,29.2,37.5,6-6.5
79.3,21085,6.1,15.2,23.6,34.6,39.9,6-6.5
834.4,538745,6.3,14.9,18.7,27.5,37.8,6-6.5
68.9,49911,6.1,13.7,26.2,36.3,42.3,6-6.5
229.5,136535,6.4,14.9,19.6,28.1,37.0,6-6.5
113.3,62720,6.8,17.4,19.8,24.3,37.0,6.5-7
317.2,118348,6.6,17.2,17.6,24.3,34.1,6.5-7
66.8,23594,6.0,14.2,23.5,33.7,42.3,6-6.5
141.7,55362,6.1,15.1,21.4,32.0,38.6,6-6.5
8.1,4988,6.3,16.1,24.0,34.0,38.8,6-6.5
319.0,183058,6.5,17.0,18.8,26.1,34.3,6.5-7
89.7,44012,6.8,17.0,20.5,26.3,36.5,6.5-7
267.4,211601,6.4,15.7,19.3,28.5,35.6,6-6.5
20.1,9443,6.4,14.8,24.6,34.1,38.6,6-6.5
243.4,62060,6.4,15.7,19.6,30.3,37.7,6-6.5
139.6,55919,6.2,14.2,24.1,34.4,40.5,6-6.5
291.0,86706,6.6,16.6,19.3,25.5,36.1,6.5-7
104.3,45955,6.7,16.6,23.2,29.6,36.4,6.5-7
70.1,36140,6.7,16.7,20.2,28.0,33.5,6.5-7
48.7,21893,6.8,17.0,20.9,26.8,35.4,6.5-7
48.7,22446,6.2,14.5,23.3,31.7,39.8,6-6.5
2126.0,1113690,6.1,17.2,14.9,22.3,35.4,6-6.5
67.8,15019,6.7,17.1,21.2,28.2,34.4,6.5-7
55.5,27282,6.4,15.7,21.3,31.2,37.6,6-6.5
145.6,101590,6.6,16.9,17.2,23.7,34.7,6.5-7
174.8,94450,6.3,14.7,21.1,30.0,38.5,6-6.5
1230.6,235705,6.7,17.9,16.9,23.0,34.4,6.5-7
36.2,19447,6.1,14.0,24.6,34.3,42.4,6-6.5
259.3,197802,6.4,17.4,19.3,28.9,40.5,6-6.5
373.6,148696,6.4,16.4,14.1,21.4,31.1,6-6.5
38.0,12791,6.5,16.5,21.6,28.5,37.0,6.5-7
176.2,39979,6.3,15.9,21.1,29.8,37.9,6-6.5
73.1,63617,6.5,17.3,19.0,26.8,36.3,6.5-7
54.7,13510,6.5,16.5,21.3,27.9,37.5,6.5-7
101.0,39630,6.4,16.1,22.1,29.7,38.2,6-6.5
278.0,181256,6.3,15.3,19.2,29.7,38.1,6-6.5
87.6,20826,6.8,17.5,18.5,24.7,33.6,6.5-7
184.1,144037,6.6,16.0,21.8,30.6,34.3,6.5-7
94.7,44875,6.4,14.4,25.3,33.9,40.3,6-6.5
137.4,130397,6.5,13.6,28.7,36.2,41.3,6.5-7
161.4,91290,6.5,16.0,22.9,30.3,36.3,6.5-7
279.1,142730,6.5,15.5,20.7,29.5,38.3,6.5-7
119.3,67294,6.6,15.4,23.1,29.9,35.7,6.5-7
67.4,63667,6.2,14.2,22.1,33.2,37.5,6-6.5
109.2,34802,6.3,14.4,26.7,34.1,40.9,6-6.5
159.7,63091,6.7,16.9,21.7,27.8,36.5,6.5-7
101.8,45680,6.8,17.0,23.0,27.7,36.0,6.5-7
135.1,71897,6.6,15.8,22.9,29.4,36.9,6.5-7
27.1,14335,6.8,15.9,26.3,30.7,38.6,6.5-7
91.5,34620,6.8,17.5,20.1,25.5,34.7,6.5-7
10.3,4005,6.1,15.1,24.9,35.0,42.3,6-6.5
382.4,241512,6.4,16.8,17.7,24.4,34.2,6-6.5
175.9,44586,6.2,13.9,24.3,35.7,41.5,6-6.5
1338.7,1118126,6.2,17.5,12.6,20.2,31.9,6-6.5
46.1,19770,6.2,14.6,24.6,34.3,41.6,6-6.5
33.3,11580,6.2,14.5,24.2,34.1,40.6,6-6.5
180.6,56449,6.8,16.5,19.3,25.8,33.3,6.5-7
222.9,123306,6.2,15.1,21.1,31.2,38.5,6-6.5
90.9,68557,6.8,15.8,23.3,29.9,37.5,6.5-7
222.7,82008,6.2,14.2,22.5,34.5,39.7,6-6.5
112.8,37770,6.6,16.4,22.3,29.2,35.2,6.5-7
58.1,18176,6.8,16.9,22.0,28.5,35.3,6.5-7
2.2,2206,6.7,22.4,18.1,28.5,31.7,6.5-7
7.0,10405,6.7,23.2,17.9,28.2,32.4,6.5-7
4.9,6827,6.8,19.5,28.9,39.0,40.9,6.5-7
0.8,928,6.6,22.9,17.4,28.1,31.9,6.5-7
3.8,6263,6.7,23.7,18.2,29.5,34.4,6.5-7
2.6,3008,6.7,23.2,17.8,28.4,32.3,6.5-7
1.9,2106,6.8,24.0,17.7,29.4,32.9,6.5-7
58.8,95997,6.7,21.5,16.5,25.5,32.3,6.5-7
103.7,182946,6.7,21.7,16.1,22.8,31.3,6.5-7
2.5,3762,6.7,23.3,18.3,27.7,29.1,6.5-7
4.3,4874,6.8,22.6,16.7,25.4,32.8,6.5-7
1.8,2261,6.7,21.8,19.6,30.6,32.6,6.5-7
2.2,4425,6.7,23.0,17.7,30.6,33.0,6.5-7
3.6,2292,6.7,22.8,18.3,31.3,32.2,6.5-7
2.1,3245,6.8,22.8,19.4,31.6,32.2,6.5-7
5.0,3207,6.8,23.6,17.5,27.7,31.9,6.5-7
1.8,1753,6.8,22.9,17.5,28.8,31.2,6.5-7
48.2,69247,6.7,22.5,15.9,26.7,31.5,6.5-7
1.4,2268,6.8,22.4,20.6,32.3,32.0,6.5-7
3.2,2236,6.8,22.6,18.1,29.3,31.3,6.5-7
2.2,2501,6.8,21.9,20.7,31.5,32.1,6.5-7
1.8,2478,6.7,22.7,19.7,35.3,34.0,6.5-7
3.5,4034,6.8,21.1,19.4,31.1,31.9,6.5-7
1.9,1844,6.8,23.6,20.1,30.6,32.8,6.5-7
3.1,5733,6.7,24.2,18.4,30.0,32.1,6.5-7
2.6,2498,6.8,20.9,19.8,31.6,31.9,6.5-7
5.6,15330,6.6,20.5,18.5,29.4,33.3,6.5-7
4.5,9447,6.8,21.8,18.7,28.9,33.1,6.5-7
7.8,8154,6.7,24.4,18.3,29.8,31.3,6.5-7
16.3,31469,6.7,23.4,17.6,27.6,30.0,6.5-7
5.8,10552,6.6,23.0,20.8,31.5,35.1,6.5-7
2.9,2879,6.8,24.1,18.0,28.1,32.1,6.5-7
2.7,1965,6.7,23.7,17.8,28.3,33.0,6.5-7
6.1,6801,6.7,24.0,18.8,28.3,33.6,6.5-7
3.9,3966,6.8,23.4,19.8,30.4,32.3,6.5-7
9.7,11477,6.7,24.0,17.7,28.9,32.6,6.5-7
6.1,5219,6.7,22.6,18.5,29.8,32.3,6.5-7
2.6,2317,6.7,23.9,17.3,28.1,32.8,6.5-7
11.3,16164,6.7,24.6,17.5,28.4,33.1,6.5-7
15.6,14096,7.0,20.7,31.1,38.0,38.0,7+
4.5,3905,6.7,25.1,17.5,28.9,31.7,6.5-7
1.3,1309,6.8,22.9,21.0,32.8,34.3,6.5-7
3.8,4202,6.9,17.5,34.0,43.4,41.2,6.5-7
0.6,746,6.7,23.5,17.5,28.9,31.7,6.5-7
23.7,31594,6.6,22.0,18.9,29.5,32.6,6.5-7
2.7,1893,6.7,24.2,15.5,25.4,30.8,6.5-7
9.3,20701,6.7,23.1,19.3,32.4,31.0,6.5-7
2.1,2182,6.7,22.4,19.9,31.5,33.4,6.5-7
9.3,8057,6.7,23.8,16.5,27.1,31.2,6.5-7
8.3,10637,6.5,21.8,18.3,32.8,34.2,6.5-7
33.5,67410,6.7,22.3,17.5,28.0,34.0,6.5-7
3.0,3834,6.8,22.6,18.2,28.9,32.2,6.5-7
18.3,37963,6.4,22.0,18.2,29.5,33.6,6-6.5
47.5,27725,6.9,16.6,30.2,36.3,43.7,6.5-7
254.1,102294,6.6,17.5,22.8,34.0,41.9,6.5-7
126.6,53550,6.8,19.0,23.6,30.8,39.0,6.5-7
138.6,97260,6.6,17.5,27.0,35.2,43.2,6.5-7
129.6,65267,6.8,18.1,25.0,31.6,40.8,6.5-7
113.9,45702,6.7,20.0,21.6,27.8,37.7,6.5-7
126.0,67029,6.8,17.7,25.8,33.8,40.3,6.5-7
88.8,43516,6.8,17.2,24.4,32.4,39.5,6.5-7
822.3,384046,6.6,18.4,21.8,27.6,37.4,6.5-7
68.2,26902,6.8,18.5,24.2,30.2,41.8,6.5-7
90.9,38950,6.8,18.7,23.5,29.3,39.0,6.5-7
337.6,134171,6.6,18.3,24.9,30.8,42.7,6.5-7
457.9,207021,6.7,18.8,23.1,28.5,36.7,6.5-7
102.8,42021,6.8,18.5,25.6,32.5,41.1,6.5-7
191.7,101939,6.8,18.8,25.4,33.0,39.0,6.5-7
65.0,36658,6.8,18.6,27.3,33.5,39.5,6.5-7
103.4,41534,6.9,18.5,26.1,30.6,42.0,6.5-7
2700.0,1234398,6.3,17.3,21.5,28.5,44.9,6-6.5
85.5,51136,6.8,18.3,24.1,31.0,40.4,6.5-7
92.7,38122,6.6,18.7,21.4,30.2,39.9,6.5-7
474.9,210414,6.6,18.1,15.0,20.9,36.4,6.5-7
295.6,74370,6.7,17.6,23.0,28.8,40.2,6.5-7
313.6,158181,6.6,17.3,20.8,28.5,40.4,6.5-7
70.3,28561,6.8,17.3,27.1,34.7,42.1,6.5-7
2479.2,1319380,6.6,18.6,20.3,28.0,40.6,6.5-7
104.0,42167,6.6,18.4,21.1,30.1,39.3,6.5-7
64.1,29909,6.8,17.7,26.5,34.5,42.2,6.5-7
234.3,93749,6.7,20.6,19.1,26.2,36.9,6.5-7
410.2,169725,6.7,19.0,18.6,26.1,38.0,6.5-7
74.5,38918,6.8,19.0,26.2,32.2,42.0,6.5-7
2017.0,818738,6.3,20.0,20.0,27.6,36.9,6-6.5
142.7,75810,6.7,18.3,21.1,26.9,39.1,6.5-7
66.8,31407,6.8,19.5,24.5,31.0,41.0,6.5-7
37.4,15059,6.8,18.3,27.8,32.8,41.8,6.5-7
64.9,26991,6.6,18.7,21.6,27.2,38.9,6.5-7
78.2,43244,6.8,17.0,28.5,34.3,41.4,6.5-7
67.2,28312,6.8,18.0,25.9,32.6,42.1,6.5-7
103.8,43861,6.8,17.9,28.9,33.5,41.1,6.5-7
118.7,58344,6.5,18.5,24.0,31.6,40.4,6.5-7
77.2,32454,6.7,16.8,26.4,33.9,43.1,6.5-7
160.1,65356,6.8,18.8,26.4,33.9,40.9,6.5-7
119.1,62577,6.8,18.3,21.7,28.4,38.6,6.5-7
1014.5,230796,6.8,18.6,20.5,26.2,38.4,6.5-7
131.4,59582,6.7,17.1,27.2,35.3,43.8,6.5-7
260.3,177657,6.7,18.6,21.8,29.5,39.7,6.5-7
99.9,45788,6.8,18.9,24.1,31.4,42.1,6.5-7
632.7,310712,6.5,17.9,21.6,30.9,39.3,6.5-7
1255.5,427945,6.7,17.9,23.5,31.6,41.7,6.5-7
96.5,44946,6.8,20.0,23.1,30.3,40.7,6.5-7
557.5,229499,6.6,18.3,23.5,32.7,43.5,6.5-7
161.1,65056,6.6,18.1,27.8,33.9,42.1,6.5-7
427.9,180310,6.8,19.8,18.3,24.9,37.5,6.5-7
53.4,22949,6.8,18.2,28.2,33.8,41.4,6.5-7
89.1,41200,6.8,21.5,21.7,28.5,38.8,6.5-7
264.3,107451,6.7,18.2,22.6,27.2,39.5,6.5-7
30.0,13654,6.7,17.8,27.5,32.6,41.2,6.5-7
1153.7,532475,6.6,16.6,21.8,30.2,41.5,6.5-7
34.9,14529,6.7,17.7,28.8,34.6,43.1,6.5-7
87.2,35419,6.7,18.5,24.8,32.2,39.4,6.5-7
130.0,86365,6.8,17.0,26.1,30.8,41.2,6.5-7
36.3,14439,6.6,19.5,26.7,33.4,41.7,6.5-7
159.4,40643,6.7,19.4,21.6,30.1,39.5,6.5-7
44.9,18678,6.7,18.2,23.2,30.4,40.0,6.5-7
88.7,36189,6.9,19.3,27.5,33.3,43.4,6.5-7
117.1,58684,6.8,19.2,24.0,29.3,41.3,6.5-7
63.2,27846,6.8,16.7,27.3,36.2,42.1,6.5-7
333.8,162706,6.8,19.0,21.7,28.0,40.0,6.5-7
96.5,40907,6.8,19.4,23.4,30.2,38.8,6.5-7
70.2,33863,6.6,21.2,19.4,28.2,39.3,6.5-7
245.5,121566,6.7,17.2,25.3,33.1,40.0,6.5-7
111.1,76585,6.8,18.5,27.0,33.1,44.3,6.5-7
143.3,58549,6.4,18.7,21.7,28.9,38.5,6-6.5
123.6,75397,6.9,16.7,29.3,35.3,45.1,6.5-7
100.2,55227,6.7,18.8,23.3,30.0,40.0,6.5-7
119.2,48586,6.8,19.0,22.7,28.1,40.0,6.5-7
645.4,371267,6.6,18.7,22.9,28.0,40.1,6.5-7
1312.7,541823,6.7,16.9,21.3,27.7,38.6,6.5-7
320.5,198183,6.7,17.2,26.8,32.3,45.4,6.5-7
162.2,92063,6.9,17.6,23.7,30.0,40.3,6.5-7
137.4,59309,6.9,18.8,19.1,26.2,37.6,6.5-7
69.2,28311,6.8,18.9,23.3,29.9,39.5,6.5-7
31.8,13108,6.9,17.9,28.6,39.1,42.6,6.5-7
587.8,235882,6.7,19.3,17.0,22.6,36.4,6.5-7
94.9,59961,6.8,19.0,23.5,31.3,41.5,6.5-7
208.6,115744,6.8,19.7,22.9,29.9,38.6,6.5-7
